serial,ppg,ppg_h,timestamp
15,-16.0,116.0,2021-05-06 21:17:28+00:00
16,-64.0,116.0,2021-05-06 21:17:28+00:00
17,-114.0,116.0,2021-05-06 21:17:28+00:00
18,119.0,116.0,2021-05-06 21:17:28+00:00
19,124.0,116.0,2021-05-06 21:17:28+00:00
20,-110.0,116.0,2021-05-06 21:17:28+00:00
21,-80.0,116.0,2021-05-06 21:17:28+00:00
22,-52.0,116.0,2021-05-06 21:17:28+00:00
23,-26.0,116.0,2021-05-06 21:17:28+00:00
24,3.0,99.0,2021-05-06 21:17:28+00:00
0,38.0,117.0,2021-05-06 21:17:29+00:00
1,74.0,117.0,2021-05-06 21:17:29+00:00
2,116.0,117.0,2021-05-06 21:17:29+00:00
3,-95.0,117.0,2021-05-06 21:17:29+00:00
4,-56.0,117.0,2021-05-06 21:17:29+00:00
5,-58.0,117.0,2021-05-06 21:17:29+00:00
6,-109.0,117.0,2021-05-06 21:17:29+00:00
7,99.0,117.0,2021-05-06 21:17:29+00:00
8,80.0,117.0,2021-05-06 21:17:29+00:00
9,84.0,117.0,2021-05-06 21:17:29+00:00
10,104.0,117.0,2021-05-06 21:17:29+00:00
11,122.0,117.0,2021-05-06 21:17:29+00:00
12,-111.0,117.0,2021-05-06 21:17:29+00:00
13,-91.0,117.0,2021-05-06 21:17:29+00:00
14,-67.0,117.0,2021-05-06 21:17:29+00:00
15,-40.0,117.0,2021-05-06 21:17:29+00:00
16,-8.0,117.0,2021-05-06 21:17:29+00:00
17,26.0,118.0,2021-05-06 21:17:29+00:00
18,62.0,118.0,2021-05-06 21:17:29+00:00
19,76.0,118.0,2021-05-06 21:17:29+00:00
20,23.0,118.0,2021-05-06 21:17:29+00:00
21,-44.0,117.0,2021-05-06 21:17:29+00:00
22,-87.0,117.0,2021-05-06 21:17:29+00:00
23,-108.0,117.0,2021-05-06 21:17:29+00:00
24,-110.0,-47.0,2021-05-06 21:17:29+00:00
0,-102.0,117.0,2021-05-06 21:17:30+00:00
1,-89.0,117.0,2021-05-06 21:17:30+00:00
2,-84.0,117.0,2021-05-06 21:17:30+00:00
3,-75.0,117.0,2021-05-06 21:17:30+00:00
4,-66.0,117.0,2021-05-06 21:17:30+00:00
5,-59.0,117.0,2021-05-06 21:17:30+00:00
6,-48.0,117.0,2021-05-06 21:17:30+00:00
7,-27.0,117.0,2021-05-06 21:17:30+00:00
8,-22.0,117.0,2021-05-06 21:17:30+00:00
9,-81.0,117.0,2021-05-06 21:17:30+00:00
10,113.0,117.0,2021-05-06 21:17:30+00:00
11,33.0,117.0,2021-05-06 21:17:30+00:00
12,-28.0,116.0,2021-05-06 21:17:30+00:00
13,-79.0,116.0,2021-05-06 21:17:30+00:00
14,-114.0,116.0,2021-05-06 21:17:30+00:00
15,96.0,116.0,2021-05-06 21:17:30+00:00
16,52.0,116.0,2021-05-06 21:17:30+00:00
17,46.0,116.0,2021-05-06 21:17:30+00:00
18,74.0,116.0,2021-05-06 21:17:30+00:00
19,120.0,116.0,2021-05-06 21:17:30+00:00
20,-64.0,116.0,2021-05-06 21:17:30+00:00
21,32.0,117.0,2021-05-06 21:17:30+00:00
22,118.0,117.0,2021-05-06 21:17:30+00:00
23,-111.0,117.0,2021-05-06 21:17:30+00:00
24,-112.0,55.0,2021-05-06 21:17:30+00:00
0,-87.0,117.0,2021-05-06 21:17:31+00:00
1,12.0,118.0,2021-05-06 21:17:31+00:00
2,-91.0,118.0,2021-05-06 21:17:31+00:00
3,95.0,119.0,2021-05-06 21:17:31+00:00
4,43.0,120.0,2021-05-06 21:17:31+00:00
5,2.0,121.0,2021-05-06 21:17:31+00:00
6,-65.0,121.0,2021-05-06 21:17:31+00:00
7,77.0,122.0,2021-05-06 21:17:31+00:00
8,-6.0,122.0,2021-05-06 21:17:31+00:00
9,-81.0,123.0,2021-05-06 21:17:31+00:00
10,45.0,124.0,2021-05-06 21:17:31+00:00
11,-111.0,124.0,2021-05-06 21:17:31+00:00
12,-78.0,124.0,2021-05-06 21:17:31+00:00
13,76.0,124.0,2021-05-06 21:17:31+00:00
14,-16.0,123.0,2021-05-06 21:17:31+00:00
15,-45.0,123.0,2021-05-06 21:17:31+00:00
16,-36.0,123.0,2021-05-06 21:17:31+00:00
17,25.0,124.0,2021-05-06 21:17:31+00:00
18,-55.0,123.0,2021-05-06 21:17:31+00:00
19,35.0,124.0,2021-05-06 21:17:31+00:00
20,93.0,124.0,2021-05-06 21:17:31+00:00
21,60.0,124.0,2021-05-06 21:17:31+00:00
22,-65.0,124.0,2021-05-06 21:17:31+00:00
23,-59.0,125.0,2021-05-06 21:17:31+00:00
24,-22.0,-99.0,2021-05-06 21:17:31+00:00
0,17.0,-128.0,2021-05-06 21:17:32+00:00
1,-117.0,-128.0,2021-05-06 21:17:32+00:00
2,38.0,-127.0,2021-05-06 21:17:32+00:00
3,74.0,-127.0,2021-05-06 21:17:32+00:00
4,-73.0,-127.0,2021-05-06 21:17:32+00:00
5,-15.0,-127.0,2021-05-06 21:17:32+00:00
6,-109.0,-127.0,2021-05-06 21:17:32+00:00
7,-22.0,-128.0,2021-05-06 21:17:32+00:00
8,112.0,127.0,2021-05-06 21:17:32+00:00
9,33.0,127.0,2021-05-06 21:17:32+00:00
10,20.0,127.0,2021-05-06 21:17:32+00:00
11,4.0,127.0,2021-05-06 21:17:32+00:00
12,-25.0,126.0,2021-05-06 21:17:32+00:00
13,-84.0,126.0,2021-05-06 21:17:32+00:00
14,-120.0,126.0,2021-05-06 21:17:32+00:00
15,95.0,126.0,2021-05-06 21:17:32+00:00
16,46.0,126.0,2021-05-06 21:17:32+00:00
17,-21.0,125.0,2021-05-06 21:17:32+00:00
18,126.0,125.0,2021-05-06 21:17:32+00:00
19,-27.0,124.0,2021-05-06 21:17:32+00:00
20,72.0,124.0,2021-05-06 21:17:32+00:00
21,65.0,123.0,2021-05-06 21:17:32+00:00
22,-76.0,122.0,2021-05-06 21:17:32+00:00
23,87.0,122.0,2021-05-06 21:17:32+00:00
24,22.0,119.0,2021-05-06 21:17:32+00:00
0,-34.0,121.0,2021-05-06 21:17:33+00:00
1,-107.0,121.0,2021-05-06 21:17:33+00:00
2,61.0,121.0,2021-05-06 21:17:33+00:00
3,-7.0,120.0,2021-05-06 21:17:33+00:00
4,-32.0,120.0,2021-05-06 21:17:33+00:00
5,-22.0,120.0,2021-05-06 21:17:33+00:00
6,3.0,121.0,2021-05-06 21:17:33+00:00
7,-2.0,120.0,2021-05-06 21:17:33+00:00
8,-43.0,120.0,2021-05-06 21:17:33+00:00
9,-125.0,120.0,2021-05-06 21:17:33+00:00
10,88.0,120.0,2021-05-06 21:17:33+00:00
11,29.0,120.0,2021-05-06 21:17:33+00:00
12,-34.0,119.0,2021-05-06 21:17:33+00:00
13,-79.0,119.0,2021-05-06 21:17:33+00:00
14,-122.0,119.0,2021-05-06 21:17:33+00:00
15,102.0,119.0,2021-05-06 21:17:33+00:00
16,48.0,119.0,2021-05-06 21:17:33+00:00
17,-29.0,118.0,2021-05-06 21:17:33+00:00
18,-83.0,118.0,2021-05-06 21:17:33+00:00
19,63.0,118.0,2021-05-06 21:17:33+00:00
20,-58.0,117.0,2021-05-06 21:17:33+00:00
21,100.0,117.0,2021-05-06 21:17:33+00:00
22,40.0,117.0,2021-05-06 21:17:33+00:00
23,-19.0,116.0,2021-05-06 21:17:33+00:00
24,-99.0,-24.0,2021-05-06 21:17:33+00:00
0,88.0,116.0,2021-05-06 21:17:34+00:00
1,51.0,116.0,2021-05-06 21:17:34+00:00
2,50.0,116.0,2021-05-06 21:17:34+00:00
3,64.0,116.0,2021-05-06 21:17:34+00:00
4,85.0,116.0,2021-05-06 21:17:34+00:00
5,113.0,116.0,2021-05-06 21:17:34+00:00
6,-116.0,116.0,2021-05-06 21:17:34+00:00
7,-79.0,116.0,2021-05-06 21:17:34+00:00
8,-38.0,116.0,2021-05-06 21:17:34+00:00
9,3.0,117.0,2021-05-06 21:17:34+00:00
10,50.0,117.0,2021-05-06 21:17:34+00:00
11,97.0,117.0,2021-05-06 21:17:34+00:00
12,114.0,117.0,2021-05-06 21:17:34+00:00
13,70.0,117.0,2021-05-06 21:17:34+00:00
14,11.0,117.0,2021-05-06 21:17:34+00:00
15,-24.0,116.0,2021-05-06 21:17:34+00:00
16,-31.0,116.0,2021-05-06 21:17:34+00:00
17,-11.0,116.0,2021-05-06 21:17:34+00:00
18,11.0,117.0,2021-05-06 21:17:34+00:00
19,32.0,117.0,2021-05-06 21:17:34+00:00
20,56.0,117.0,2021-05-06 21:17:34+00:00
21,81.0,117.0,2021-05-06 21:17:34+00:00
22,106.0,117.0,2021-05-06 21:17:34+00:00
23,-117.0,117.0,2021-05-06 21:17:34+00:00
24,-78.0,93.0,2021-05-06 21:17:34+00:00
0,-40.0,117.0,2021-05-06 21:17:35+00:00
1,-21.0,117.0,2021-05-06 21:17:35+00:00
2,-71.0,117.0,2021-05-06 21:17:35+00:00
3,110.0,117.0,2021-05-06 21:17:35+00:00
4,54.0,117.0,2021-05-06 21:17:35+00:00
5,24.0,117.0,2021-05-06 21:17:35+00:00
6,23.0,117.0,2021-05-06 21:17:35+00:00
7,34.0,117.0,2021-05-06 21:17:35+00:00
8,50.0,117.0,2021-05-06 21:17:35+00:00
9,58.0,117.0,2021-05-06 21:17:35+00:00
10,74.0,117.0,2021-05-06 21:17:35+00:00
11,96.0,117.0,2021-05-06 21:17:35+00:00
12,122.0,117.0,2021-05-06 21:17:35+00:00
13,-102.0,117.0,2021-05-06 21:17:35+00:00
14,-67.0,117.0,2021-05-06 21:17:35+00:00
15,-61.0,117.0,2021-05-06 21:17:35+00:00
16,-128.0,117.0,2021-05-06 21:17:35+00:00
17,41.0,117.0,2021-05-06 21:17:35+00:00
18,-21.0,116.0,2021-05-06 21:17:35+00:00
19,-58.0,116.0,2021-05-06 21:17:35+00:00
20,-63.0,116.0,2021-05-06 21:17:35+00:00
21,-58.0,116.0,2021-05-06 21:17:35+00:00
22,-44.0,116.0,2021-05-06 21:17:35+00:00
23,-34.0,116.0,2021-05-06 21:17:35+00:00
24,-22.0,-81.0,2021-05-06 21:17:35+00:00
0,-1.0,116.0,2021-05-06 21:17:36+00:00
1,27.0,117.0,2021-05-06 21:17:36+00:00
2,59.0,117.0,2021-05-06 21:17:36+00:00
3,94.0,117.0,2021-05-06 21:17:36+00:00
4,108.0,117.0,2021-05-06 21:17:36+00:00
5,47.0,117.0,2021-05-06 21:17:36+00:00
6,-41.0,116.0,2021-05-06 21:17:36+00:00
7,-102.0,116.0,2021-05-06 21:17:36+00:00
8,114.0,116.0,2021-05-06 21:17:36+00:00
9,107.0,116.0,2021-05-06 21:17:36+00:00
10,116.0,116.0,2021-05-06 21:17:36+00:00
11,-126.0,116.0,2021-05-06 21:17:36+00:00
12,-113.0,116.0,2021-05-06 21:17:36+00:00
13,-99.0,116.0,2021-05-06 21:17:36+00:00
14,-77.0,116.0,2021-05-06 21:17:36+00:00
15,-49.0,116.0,2021-05-06 21:17:36+00:00
16,-17.0,116.0,2021-05-06 21:17:36+00:00
17,16.0,117.0,2021-05-06 21:17:36+00:00
18,52.0,117.0,2021-05-06 21:17:36+00:00
19,76.0,117.0,2021-05-06 21:17:36+00:00
20,31.0,117.0,2021-05-06 21:17:36+00:00
21,-51.0,116.0,2021-05-06 21:17:36+00:00
22,-114.0,116.0,2021-05-06 21:17:36+00:00
23,105.0,116.0,2021-05-06 21:17:36+00:00
24,93.0,13.0,2021-05-06 21:17:36+00:00
0,103.0,116.0,2021-05-06 21:17:37+00:00
1,113.0,116.0,2021-05-06 21:17:37+00:00
2,123.0,116.0,2021-05-06 21:17:37+00:00
3,-116.0,116.0,2021-05-06 21:17:37+00:00
4,-97.0,116.0,2021-05-06 21:17:37+00:00
5,-70.0,116.0,2021-05-06 21:17:37+00:00
6,-40.0,116.0,2021-05-06 21:17:37+00:00
7,-10.0,116.0,2021-05-06 21:17:37+00:00
8,23.0,117.0,2021-05-06 21:17:37+00:00
9,56.0,117.0,2021-05-06 21:17:37+00:00
10,92.0,117.0,2021-05-06 21:17:37+00:00
11,123.0,117.0,2021-05-06 21:17:37+00:00
12,99.0,117.0,2021-05-06 21:17:37+00:00
13,16.0,117.0,2021-05-06 21:17:37+00:00
14,-57.0,116.0,2021-05-06 21:17:37+00:00
15,-108.0,116.0,2021-05-06 21:17:37+00:00
16,119.0,116.0,2021-05-06 21:17:37+00:00
17,109.0,116.0,2021-05-06 21:17:37+00:00
18,108.0,116.0,2021-05-06 21:17:37+00:00
19,106.0,116.0,2021-05-06 21:17:37+00:00
20,110.0,116.0,2021-05-06 21:17:37+00:00
21,119.0,116.0,2021-05-06 21:17:37+00:00
22,-120.0,116.0,2021-05-06 21:17:37+00:00
23,-100.0,116.0,2021-05-06 21:17:37+00:00
24,-78.0,122.0,2021-05-06 21:17:37+00:00
0,-50.0,116.0,2021-05-06 21:17:38+00:00
1,-26.0,116.0,2021-05-06 21:17:38+00:00
2,2.0,117.0,2021-05-06 21:17:38+00:00
3,32.0,117.0,2021-05-06 21:17:38+00:00
4,59.0,117.0,2021-05-06 21:17:38+00:00
5,39.0,117.0,2021-05-06 21:17:38+00:00
6,-37.0,116.0,2021-05-06 21:17:38+00:00
7,-113.0,116.0,2021-05-06 21:17:38+00:00
8,88.0,116.0,2021-05-06 21:17:38+00:00
9,57.0,116.0,2021-05-06 21:17:38+00:00
10,50.0,116.0,2021-05-06 21:17:38+00:00
11,48.0,116.0,2021-05-06 21:17:38+00:00
12,46.0,116.0,2021-05-06 21:17:38+00:00
13,47.0,116.0,2021-05-06 21:17:38+00:00
14,53.0,116.0,2021-05-06 21:17:38+00:00
15,67.0,116.0,2021-05-06 21:17:38+00:00
16,84.0,116.0,2021-05-06 21:17:38+00:00
17,108.0,116.0,2021-05-06 21:17:38+00:00
18,-125.0,116.0,2021-05-06 21:17:38+00:00
19,-104.0,116.0,2021-05-06 21:17:38+00:00
20,-75.0,116.0,2021-05-06 21:17:38+00:00
21,-46.0,116.0,2021-05-06 21:17:38+00:00
22,-31.0,116.0,2021-05-06 21:17:38+00:00
23,-76.0,116.0,2021-05-06 21:17:38+00:00
24,101.0,-49.0,2021-05-06 21:17:38+00:00
0,38.0,116.0,2021-05-06 21:17:39+00:00
1,-2.0,115.0,2021-05-06 21:17:39+00:00
2,-18.0,115.0,2021-05-06 21:17:39+00:00
3,-17.0,115.0,2021-05-06 21:17:39+00:00
4,-18.0,115.0,2021-05-06 21:17:39+00:00
5,-19.0,115.0,2021-05-06 21:17:39+00:00
6,-12.0,115.0,2021-05-06 21:17:39+00:00
7,-1.0,115.0,2021-05-06 21:17:39+00:00
8,15.0,116.0,2021-05-06 21:17:39+00:00
9,41.0,116.0,2021-05-06 21:17:39+00:00
10,66.0,116.0,2021-05-06 21:17:39+00:00
11,92.0,116.0,2021-05-06 21:17:39+00:00
12,121.0,116.0,2021-05-06 21:17:39+00:00
13,-103.0,116.0,2021-05-06 21:17:39+00:00
14,-74.0,116.0,2021-05-06 21:17:39+00:00
15,-74.0,116.0,2021-05-06 21:17:39+00:00
16,114.0,116.0,2021-05-06 21:17:39+00:00
17,35.0,116.0,2021-05-06 21:17:39+00:00
18,-18.0,115.0,2021-05-06 21:17:39+00:00
19,-43.0,115.0,2021-05-06 21:17:39+00:00
20,-49.0,115.0,2021-05-06 21:17:39+00:00
21,-41.0,115.0,2021-05-06 21:17:39+00:00
22,-35.0,115.0,2021-05-06 21:17:39+00:00
23,-30.0,115.0,2021-05-06 21:17:39+00:00
24,-17.0,-57.0,2021-05-06 21:17:39+00:00
0,1.0,116.0,2021-05-06 21:17:40+00:00
1,26.0,116.0,2021-05-06 21:17:40+00:00
2,52.0,116.0,2021-05-06 21:17:40+00:00
3,81.0,116.0,2021-05-06 21:17:40+00:00
4,110.0,116.0,2021-05-06 21:17:40+00:00
5,-113.0,116.0,2021-05-06 21:17:40+00:00
6,-81.0,116.0,2021-05-06 21:17:40+00:00
7,-94.0,116.0,2021-05-06 21:17:40+00:00
8,92.0,116.0,2021-05-06 21:17:40+00:00
9,13.0,116.0,2021-05-06 21:17:40+00:00
10,-38.0,115.0,2021-05-06 21:17:40+00:00
11,-60.0,115.0,2021-05-06 21:17:40+00:00
12,-59.0,115.0,2021-05-06 21:17:40+00:00
13,-53.0,115.0,2021-05-06 21:17:40+00:00
14,-57.0,115.0,2021-05-06 21:17:40+00:00
15,-74.0,115.0,2021-05-06 21:17:40+00:00
16,-90.0,115.0,2021-05-06 21:17:40+00:00
17,-92.0,115.0,2021-05-06 21:17:40+00:00
18,-81.0,115.0,2021-05-06 21:17:40+00:00
19,-68.0,115.0,2021-05-06 21:17:40+00:00
20,-51.0,115.0,2021-05-06 21:17:40+00:00
21,-27.0,115.0,2021-05-06 21:17:40+00:00
22,17.0,116.0,2021-05-06 21:17:40+00:00
23,13.0,116.0,2021-05-06 21:17:40+00:00
24,-49.0,79.0,2021-05-06 21:17:40+00:00
0,-98.0,115.0,2021-05-06 21:17:41+00:00
1,-104.0,115.0,2021-05-06 21:17:41+00:00
2,-32.0,115.0,2021-05-06 21:17:41+00:00
3,-116.0,116.0,2021-05-06 21:17:41+00:00
4,-55.0,117.0,2021-05-06 21:17:41+00:00
5,109.0,119.0,2021-05-06 21:17:41+00:00
6,55.0,121.0,2021-05-06 21:17:41+00:00
7,74.0,123.0,2021-05-06 21:17:41+00:00
8,-84.0,125.0,2021-05-06 21:17:41+00:00
9,120.0,-128.0,2021-05-06 21:17:41+00:00
10,-67.0,-126.0,2021-05-06 21:17:41+00:00
11,-46.0,-125.0,2021-05-06 21:17:41+00:00
12,103.0,-125.0,2021-05-06 21:17:41+00:00
13,-123.0,-127.0,2021-05-06 21:17:41+00:00
14,-58.0,126.0,2021-05-06 21:17:41+00:00
15,15.0,125.0,2021-05-06 21:17:41+00:00
16,-37.0,123.0,2021-05-06 21:17:41+00:00
17,-65.0,122.0,2021-05-06 21:17:41+00:00
18,-35.0,121.0,2021-05-06 21:17:41+00:00
19,65.0,121.0,2021-05-06 21:17:41+00:00
20,-5.0,120.0,2021-05-06 21:17:41+00:00
21,-46.0,120.0,2021-05-06 21:17:41+00:00
22,-66.0,120.0,2021-05-06 21:17:41+00:00
23,-95.0,120.0,2021-05-06 21:17:41+00:00
24,-111.0,-36.0,2021-05-06 21:17:41+00:00
0,-117.0,120.0,2021-05-06 21:17:42+00:00
1,122.0,120.0,2021-05-06 21:17:42+00:00
2,109.0,120.0,2021-05-06 21:17:42+00:00
3,38.0,120.0,2021-05-06 21:17:42+00:00
4,-57.0,119.0,2021-05-06 21:17:42+00:00
5,-114.0,119.0,2021-05-06 21:17:42+00:00
6,119.0,119.0,2021-05-06 21:17:42+00:00
7,101.0,119.0,2021-05-06 21:17:42+00:00
8,111.0,119.0,2021-05-06 21:17:42+00:00
9,102.0,119.0,2021-05-06 21:17:42+00:00
10,101.0,119.0,2021-05-06 21:17:42+00:00
11,35.0,119.0,2021-05-06 21:17:42+00:00
12,100.0,119.0,2021-05-06 21:17:42+00:00
13,112.0,119.0,2021-05-06 21:17:42+00:00
14,-74.0,119.0,2021-05-06 21:17:42+00:00
15,44.0,120.0,2021-05-06 21:17:42+00:00
16,121.0,120.0,2021-05-06 21:17:42+00:00
17,95.0,120.0,2021-05-06 21:17:42+00:00
18,-4.0,119.0,2021-05-06 21:17:42+00:00
19,120.0,119.0,2021-05-06 21:17:42+00:00
20,1.0,119.0,2021-05-06 21:17:42+00:00
21,-62.0,118.0,2021-05-06 21:17:42+00:00
22,-96.0,118.0,2021-05-06 21:17:42+00:00
23,-91.0,118.0,2021-05-06 21:17:42+00:00
24,-92.0,37.0,2021-05-06 21:17:42+00:00
0,-72.0,118.0,2021-05-06 21:17:43+00:00
1,75.0,119.0,2021-05-06 21:17:43+00:00
2,8.0,121.0,2021-05-06 21:17:43+00:00
3,21.0,123.0,2021-05-06 21:17:43+00:00
4,-116.0,124.0,2021-05-06 21:17:43+00:00
5,62.0,125.0,2021-05-06 21:17:43+00:00
6,-40.0,125.0,2021-05-06 21:17:43+00:00
7,119.0,126.0,2021-05-06 21:17:43+00:00
8,-63.0,126.0,2021-05-06 21:17:43+00:00
9,90.0,126.0,2021-05-06 21:17:43+00:00
10,119.0,125.0,2021-05-06 21:17:43+00:00
11,13.0,124.0,2021-05-06 21:17:43+00:00
12,52.0,122.0,2021-05-06 21:17:43+00:00
13,95.0,121.0,2021-05-06 21:17:43+00:00
14,7.0,121.0,2021-05-06 21:17:43+00:00
15,-78.0,120.0,2021-05-06 21:17:43+00:00
16,75.0,120.0,2021-05-06 21:17:43+00:00
17,-1.0,119.0,2021-05-06 21:17:43+00:00
18,-83.0,119.0,2021-05-06 21:17:43+00:00
19,-121.0,119.0,2021-05-06 21:17:43+00:00
20,-91.0,119.0,2021-05-06 21:17:43+00:00
21,-99.0,119.0,2021-05-06 21:17:43+00:00
22,-120.0,119.0,2021-05-06 21:17:43+00:00
23,91.0,119.0,2021-05-06 21:17:43+00:00
24,55.0,-118.0,2021-05-06 21:17:43+00:00
0,-29.0,118.0,2021-05-06 21:17:44+00:00
1,-77.0,118.0,2021-05-06 21:17:44+00:00
2,-116.0,118.0,2021-05-06 21:17:44+00:00
3,-102.0,118.0,2021-05-06 21:17:44+00:00
4,-70.0,118.0,2021-05-06 21:17:44+00:00
5,-19.0,118.0,2021-05-06 21:17:44+00:00
6,31.0,119.0,2021-05-06 21:17:44+00:00
7,68.0,119.0,2021-05-06 21:17:44+00:00
8,123.0,119.0,2021-05-06 21:17:44+00:00
9,-46.0,119.0,2021-05-06 21:17:44+00:00
10,-33.0,119.0,2021-05-06 21:17:44+00:00
11,11.0,120.0,2021-05-06 21:17:44+00:00
12,59.0,120.0,2021-05-06 21:17:44+00:00
13,90.0,120.0,2021-05-06 21:17:44+00:00
14,95.0,120.0,2021-05-06 21:17:44+00:00
15,31.0,120.0,2021-05-06 21:17:44+00:00
16,-56.0,119.0,2021-05-06 21:17:44+00:00
17,-103.0,119.0,2021-05-06 21:17:44+00:00
18,116.0,119.0,2021-05-06 21:17:44+00:00
19,119.0,119.0,2021-05-06 21:17:44+00:00
20,-107.0,119.0,2021-05-06 21:17:44+00:00
21,-51.0,119.0,2021-05-06 21:17:44+00:00
22,7.0,120.0,2021-05-06 21:17:44+00:00
23,61.0,120.0,2021-05-06 21:17:44+00:00
24,127.0,-49.0,2021-05-06 21:17:44+00:00
0,-70.0,120.0,2021-05-06 21:17:45+00:00
1,-18.0,120.0,2021-05-06 21:17:45+00:00
2,33.0,121.0,2021-05-06 21:17:45+00:00
3,90.0,121.0,2021-05-06 21:17:45+00:00
4,-118.0,121.0,2021-05-06 21:17:45+00:00
5,119.0,121.0,2021-05-06 21:17:45+00:00
6,52.0,121.0,2021-05-06 21:17:45+00:00
7,-13.0,120.0,2021-05-06 21:17:45+00:00
8,-76.0,120.0,2021-05-06 21:17:45+00:00
9,-113.0,120.0,2021-05-06 21:17:45+00:00
10,-116.0,120.0,2021-05-06 21:17:45+00:00
11,-104.0,120.0,2021-05-06 21:17:45+00:00
12,-93.0,120.0,2021-05-06 21:17:45+00:00
13,-76.0,120.0,2021-05-06 21:17:45+00:00
14,-53.0,120.0,2021-05-06 21:17:45+00:00
15,-27.0,120.0,2021-05-06 21:17:45+00:00
16,-2.0,120.0,2021-05-06 21:17:45+00:00
17,23.0,121.0,2021-05-06 21:17:45+00:00
18,51.0,121.0,2021-05-06 21:17:45+00:00
19,84.0,121.0,2021-05-06 21:17:45+00:00
20,73.0,121.0,2021-05-06 21:17:45+00:00
21,-8.0,120.0,2021-05-06 21:17:45+00:00
22,-91.0,120.0,2021-05-06 21:17:45+00:00
23,110.0,120.0,2021-05-06 21:17:45+00:00
24,67.0,90.0,2021-05-06 21:17:45+00:00
0,56.0,120.0,2021-05-06 21:17:46+00:00
1,64.0,120.0,2021-05-06 21:17:46+00:00
2,76.0,120.0,2021-05-06 21:17:46+00:00
3,86.0,120.0,2021-05-06 21:17:46+00:00
4,88.0,120.0,2021-05-06 21:17:46+00:00
5,-11.0,119.0,2021-05-06 21:17:46+00:00
6,111.0,119.0,2021-05-06 21:17:46+00:00
7,2.0,119.0,2021-05-06 21:17:46+00:00
8,-47.0,118.0,2021-05-06 21:17:46+00:00
9,-42.0,118.0,2021-05-06 21:17:46+00:00
10,-64.0,118.0,2021-05-06 21:17:46+00:00
11,122.0,118.0,2021-05-06 21:17:46+00:00
12,37.0,118.0,2021-05-06 21:17:46+00:00
13,-27.0,117.0,2021-05-06 21:17:46+00:00
14,-63.0,117.0,2021-05-06 21:17:46+00:00
15,-69.0,117.0,2021-05-06 21:17:46+00:00
16,-53.0,117.0,2021-05-06 21:17:46+00:00
17,-28.0,117.0,2021-05-06 21:17:46+00:00
18,-2.0,117.0,2021-05-06 21:17:46+00:00
19,29.0,118.0,2021-05-06 21:17:46+00:00
20,61.0,118.0,2021-05-06 21:17:46+00:00
21,104.0,118.0,2021-05-06 21:17:46+00:00
22,-104.0,118.0,2021-05-06 21:17:46+00:00
23,-52.0,118.0,2021-05-06 21:17:46+00:00
24,0.0,78.0,2021-05-06 21:17:46+00:00
0,36.0,119.0,2021-05-06 21:17:47+00:00
1,-8.0,118.0,2021-05-06 21:17:47+00:00
2,-77.0,118.0,2021-05-06 21:17:47+00:00
3,-123.0,118.0,2021-05-06 21:17:47+00:00
4,112.0,118.0,2021-05-06 21:17:47+00:00
5,115.0,118.0,2021-05-06 21:17:47+00:00
6,-116.0,118.0,2021-05-06 21:17:47+00:00
7,-83.0,118.0,2021-05-06 21:17:47+00:00
8,-48.0,118.0,2021-05-06 21:17:47+00:00
9,-8.0,118.0,2021-05-06 21:17:47+00:00
10,38.0,119.0,2021-05-06 21:17:47+00:00
11,91.0,119.0,2021-05-06 21:17:47+00:00
12,-108.0,119.0,2021-05-06 21:17:47+00:00
13,-43.0,119.0,2021-05-06 21:17:47+00:00
14,26.0,120.0,2021-05-06 21:17:47+00:00
15,75.0,120.0,2021-05-06 21:17:47+00:00
16,50.0,120.0,2021-05-06 21:17:47+00:00
17,-8.0,119.0,2021-05-06 21:17:47+00:00
18,-43.0,119.0,2021-05-06 21:17:47+00:00
19,-51.0,119.0,2021-05-06 21:17:47+00:00
20,-36.0,119.0,2021-05-06 21:17:47+00:00
21,-6.0,119.0,2021-05-06 21:17:47+00:00
22,33.0,120.0,2021-05-06 21:17:47+00:00
23,69.0,120.0,2021-05-06 21:17:47+00:00
24,105.0,65.0,2021-05-06 21:17:47+00:00
0,-107.0,120.0,2021-05-06 21:17:48+00:00
1,-60.0,120.0,2021-05-06 21:17:48+00:00
2,-4.0,120.0,2021-05-06 21:17:48+00:00
3,54.0,121.0,2021-05-06 21:17:48+00:00
4,113.0,121.0,2021-05-06 21:17:48+00:00
5,116.0,121.0,2021-05-06 21:17:48+00:00
6,59.0,121.0,2021-05-06 21:17:48+00:00
7,4.0,121.0,2021-05-06 21:17:48+00:00
8,-29.0,120.0,2021-05-06 21:17:48+00:00
9,-37.0,120.0,2021-05-06 21:17:48+00:00
10,-22.0,120.0,2021-05-06 21:17:48+00:00
11,3.0,121.0,2021-05-06 21:17:48+00:00
12,35.0,121.0,2021-05-06 21:17:48+00:00
13,65.0,121.0,2021-05-06 21:17:48+00:00
14,100.0,121.0,2021-05-06 21:17:48+00:00
15,-116.0,121.0,2021-05-06 21:17:48+00:00
16,-72.0,121.0,2021-05-06 21:17:48+00:00
17,-22.0,121.0,2021-05-06 21:17:48+00:00
18,33.0,122.0,2021-05-06 21:17:48+00:00
19,59.0,122.0,2021-05-06 21:17:48+00:00
20,22.0,122.0,2021-05-06 21:17:48+00:00
21,-43.0,121.0,2021-05-06 21:17:48+00:00
